Title,Categories,Servings,Ingredients,Generated Recipe - Baseline 1,Generated Recipe - Baseline 2,Generated Recipe - Extended 1,Generated Recipe - Extended 2
bruschetta bresaola eggplant mozzarella,molto,4 servings,"3 tb virgin olive oil	1/2 md red onion, thinly sliced	2 sm japanese eggplants	2 tb red wine vinegar	1/2 lb fresh mozzarella	8    basil leaves, chiffonade	4 lg slices italian country	bread	1/4 lb bresaola, sliced paper thin	by butcher or deli (should	yield	12    15 slices), may substitute	prosciutto or capicola",,,,
stuffed baked mussels,molto,4 servings,"3 lb prince edward island mussels	about 50 to 60	1/2 c  dry white wine	2 1/2 c  basic tomato sauce	1 c  fresh basil leaves	1 c  fresh bread crumbs	1/2 c  extra virgin olive oil",,,,
smashed strawberries over crispy sticks emeril live,"emeril	kids	ice cream	pies	desserts",4 servings,"1 ea basic pie crust	1 1/2 c  sugar	1 ts cinnamon	2 pt strawberries	8 ea scoops of vanilla ice cream	1 ea shaker of powdered sugar	sprigs of fresh mint",,,,
citrus marinade,emeril,2 servings,"juice of three limes	juice of three lemons	1/2 c  coco lopez	2 oz tequila	3 tb chopped green onions	1/4 c  finely chopped cilantro	2 tb finely chopped red pepper	2 tb finely chopped yellow	pepper	2    fresh jalapenos, finely	chopped	salt and pepper	2    (8 ounce) shark steaks	2 tb olive oil	2 c  jicama orange salad, recipe	follows	fresh cilantro sprigs",,,,
emerils danish dough,emeril,12 servings,"3/4 c  warm water (105 degrees f to	115    degrees f)	1/2 c  milk (105 degrees to 115	degrees f)	1 ts pure vanilla extract	1/4 oz dry active yeast	1/4 c  sugar	1 ts salt	4 c  flour	1/2 ts cardamom	1    egg yolk	flour for dusting, about 1/2	cup	2    sticks (8 ounces) cold	unsalted butter	2    eggs beaten with 1	tb water	3 tb sugar	1 tb ground cinnamon	12 tb sweetened cream cheese	12 ts raspberry jam	1 c  almond filling	1 c  crushed almond	1/2 c  apricot glaze",,,,
grilled knob onions romesco sauce,2hot,4 to 6 servings,"1    sweet dried red romesco	pepper, (or substitute a	roasted red bell	pepper)	1 sl bread, toasted	10    blanched almonds, toasted	salt and freshly ground	black pepper	4    cloves garlic, peeled	1    tomato, peeled, seeded and hopped	1/3 c  olive oil	1    to 2 tablespoons warm water	12    to 16 knob onions, or alcots",,,,
cherry cobbler-emeril,"desserts	fruits	emeril",1 recipe,"filling:	6 cups tart red cherries, itted	1 1/4    cups sugar	1/4    cup water	4 teaspoons cornstarch	topping:	1 cup flour	1/4    cup sugar	2 tablespoons brown sugar	1 teaspoon baking powder	1/2    teaspoon cinnamon	3 tablespoons butter	1 egg, beaten	3 tablespoons milk",,,,
emerils fried rice,"sides	rice	emeril",4 servings,"1/4    cup peanut oil	3 cups cooked white rice	1/2    cup chopped green onions	1/2    cup shredded roasted pork	1/2    cup diced shrimp	1/2    cup diced chinese sausage	2 teaspoons minced garlic	3 eggs	1 1/2    tablespoons soy sauce	2 tablespoons sesame oil",,,,
mackerel in vinegar,fish,12 servings,"mackerel	butter or oil	large onion	sugar	salt and pepper	malt vinegar",,,,
mango custard oranges,"pudding	dessert	fruit	posted-mm",4 servings,"2    mangoes, peeled and seeded	1/2 c  granulated sugar	1/4 c  dark rum	3 tb lime juice	2 lg eggs	1 ts vanilla extract	3    oranges, peeled and divided into segments	1 c  whipped cream, sweetened to taste",,,,
mango pudding,"desserts	chinese	asian",8 servings,"1 c  chard;chopped	1    celery;diced;stalk	2    carrot;diced;	1    zucchini;diced;	16 oz can tomatoes	1/4 ts marjoram	1/4 ts basil	1/4 ts thyme",,,,
maple cream candy,candies,6 servings,"2 c  brown sugar	1/2 c  cream	3 tb butter",,,,
maple shake,"beverages	maple	val's",2 servings,"1/2 c  maple syrup	1/4 c  milk	1 pt vanilla ice cream",,,,
marcepan marzipan,candies,2 pounds,"1 lb almonds, blanched  finely ground	1 lb sugar, powdered	2 tb orange water or rose water (get at drug store)	food coloring	decorations",,,,
marinated artichokes salonika peppers,"appetizers	oriental	snacks",6 servings,"10 oz frozen artichoke hearts, - cooked & drained	1/2 c  black greek olives	12 sm salonika peppers	1/4 c  olive oil	1 tb red wine vinegar	2 tb lemon juice	2 ea scallions, chopped	salt & pepper	cilantro, chopped	pita, cut into wedges",,,,
marshmallow balls,"christmas	cookies	m. c.",1 servings,"1/2 lb candied cherries	1/2 lb marshmallows, melted	1/2 lb coconut	1/4 lb blanched almonds",,,,
martini medium,"alcohol	beverages",1 servings,"1 1/2 oz gin	1/2 oz dry vermouth	1/2 oz sweet vermouth",,,,
marynowane pieczarki pickled mushrooms,"appetizers	poland	canning	upload",2 pints,"3 c  water	2 tb salt	2 lb mushrooms, small, button	1 1/4 c  vinegar, white	10 ea peppercorns, black	2 ea bay leaves",,,,
mathildes vegetable soup,"soups	vegetables	vegetarian",1 batch,"2 qt ;water	5    vegetable bouillion cubes	1 tb salt	1 ds pepper	2    stalks celery, cut up	1 lg onion cut up	2    #2 cans of diced tomatoes	1 pk frozen cut okra	2 pk frozen mixed vegetables -(beans, peas, carrots, -corn, and limas)	1 cn pinto beans	1 md potato, diced	1/2    green pepper, diced	1 lb mushrooms, sliced	2 c  tomato juice	1 ds cayenne pepper",,,,
mayonnaise chicken,"main dish	poultry",4 servings,"1 ea chicken, cut in parts	1 1/4 c  italian bread crumbs	1/2 c  mayonnaise",,,,
meat loaf tropical,"meats	vegetables",6 servings,"1 1/2 lb lean ground beef	1    egg; lg	1 c  bananas; ripe, mashed, 2 lg	1/2 c  oats; quick cooking	1/2 c  green bell pepper; chopped	2 tb onion; chopped	1 ts salt	1 ts mustard; prepared	1/4 ts nutmeg	1/8 ts allspice	2    slices bacon	3 tb orange marmalade",,,,
meat pinwheels,mixes,12 servings,"1/3 c  water	2 c  mix	1 1/2 c  ground beef cooked -- (1 1/2	to 2)	white sauce or cold gravy",,,,
mediterranean carmelized onions,"veggies	onions	posted-mm",4 to 6 servings.,"4 md onions (1.5 lb)	1 1/2 ts salt	1/2 ts pepper	dash of saffron	1 tb chopped fresh parsley	1 tb chopped fresh chives	1 tb chopped fresh thyme	1 ts butter or margarine	1 ts olive oil",,,,
mei kwei tao pickled peaches in red rose pet,"preserves	fruits	flowers",50 servings,"50    peaches	2 lb sugar	1 c  water	1 pt vinegar	1 tb salt	red roses	cloves",,,,
menage a trois,seafood,2 servings,"4    fillet of sole; pat dry	10    small scallops	3/4 c  crab meat	3/4 c  small cooked shrimp	1/2 c  monterey jack cheese; grated	1/2 c  butter	2    egg yolks	1 tb lemon juice	1/2 ts dry mustard	1/8 ts salt	2 tb parsley; chopped	paprika",,,,
minute chicken parmesan,"poultry	italy",4 servings,"8 ea chicken breast halves	1    egg	1/2 c  bread crumbs	2 tb butter	1 3/4 c  spaghetti sauce	1/2 c  mozzarella cheese	1 tb parmesan cheese	1/4 c  parsley",,,,
baboti,casserole,6 servings,"2 ts curry powder	1 ts ground ginger	1 ts cayenne pepper	2 ts sugar	1 ts turmeric	1 ts salt	1 ts pepper	5 sm onions, coarsely cut	1 tb lemon juice	1 tb apricot jam	1    handful raisins	2 tb chutney	1 tb worcestershire	1    tomato, cut up	4 sl bread	2 lb ground beef	1    egg	3/4 c  milk",,,,
grain bread,breads,2 servings,"9    grain mix makes 2 1/4 c makes 10c	triticale flour 1/2 c           2 c	buckwheat groats or flour 1 tbs           1/4 c	flax meal (grind flaxseed) 1 tbs           1/4 c	millet (whole) 1/4 c           1 c	cornmeal 1/3 c           1 1/3 c	sunflower seeds 1/2 c           2 c	oats 1/4 c           1 c	soy flour 1/4 c           1 c	soy grits 1 1/2 tbs       3/8 c	mix these up and you're ready to make bread!	makes 2 - 1 1/2 lb loaves	2 1/3 c  warm water	2/3 tb blackstrap molasses	1 3/4 tb malt syrup	1 tb yeast	1 1/8 c  9 grain mix	5 1/2 c  hard whole wheat flour	1 ts salt	3 1/2 tb oil",,,,
abm sourdough beer bread,"breads	tested	breadmaker",14 servings,"1 ts yeast	2 c  king arthur allpurpose flour	2 ts sugar	1 tb lecithin granules	1 ts salt	3/4 c  rye sourdough starter	1/4 c  flat beer	2 tb water",,,,
about vanilla beans,"information	vanilla",1 info file,information only,,,,
achiote paste,,1 servings,"2 tb annatto seeds	1 ts cumin seeds	1 ts oregano	6    allspice berries	1 ts sea salt	4    garlic cloves -- pressed	4 tb lime juice",,,,
african vegetarian stew,"vegetarian	low-cal",8 servings,"4 sm kohlrabies, peeled, chunks	1 lg onion, chopped	2    sweet potatoes, peeled,chunk	2    zucchini, sliced thick	5    fresh tomatoes (16 oz can)	15 oz can garbanzo beans & liquid	1/2 c  couscous or bulgar wheat	1/4 c  raisins	1 ts ground coriander	1/2 ts ground turmeric	1/2 ts ground cinnamon	1/2 ts ground ginger	14 ts ground cumin	3 c  water",,,,
alkoholfreier planter`s punch,getraenke,999 servings,"2 cl grenadinesirup	2 cl zitronensaft	6 cl ananassaft ungesuesst	6 cl orangensaft	6 cl maracujanektar",,,,
allied recipes for chao tom,"vietnamese	condiments	ceideburg 2",1/4 cup crisp fried shallots (hanh kho phi): this is an,1    text only,,,,
almond filling,"crocker	breads",1 servings,"3 1/2 oz almond paste	1/2 c  powdered sugar	1/4 c  margarine or butter	1/2 c  sliced almonds",,,,
almond fudge icing,icings,12 servings,"1 lb powdered sugar	8 oz cream cheese	1/2 c  margarine or butter	1/4 c  cocoa",,,,
aloo dam,"vegetarian	indian",6 servings,"3 tb oil	1    bay leaf	1    onion	1/2 ts ginger	1/2 ts garlic	1/2 ts cumin seeds	1/2 ts garlic	1/2 ts cumin seeds	1/4 ts turmeric	1 1/2 ts chili powder	2/3 ts yogurt	1/4 ts salt	2 ts coriander powder	1 lb potatoes	1    tomato	1    capsicum",,,,
alsatian cassoulet,"vegetarian	stews",8 servings,"1 lg red cabbage; thinly sliced	2 lg heads cauliflower; cut into florets	2 c  cooked seitan; chopped	2 c  unpeeled apples; sliced	2 c  white beans; cooked	2 tb caraway seeds	1/2 c  shallots; chopped	3 c  vegetable stock or dark beer	1 tb pepper	1/4 ts salt	1/2 c  whole wheat flour",,,,
fish kabobs,fish/sea,6 servings,"1 1/2 lb bass / lean fish, cubed	16    chunks pineapple	16    mushroom caps	3    onions, cut in chunks	2    green peppers, cut in chunks	3    firm tomatoes, cut in wedges	1/4 c  vinegar	1/2 c  oil	1 ts salt	1    pinch cayenne	1/4 ts pepper	1/4 ts powdered mustard",,,,
walnut roll,breads,6 servings,"1    cake compressed yeast	1 ts salt	or 1  cake dry yeast	2    eggs, well beaten	4 tb melted shortening	6 c  white flour	2 c  milk, scalded and cooled	2 c  walnuts, ground	1/2 c  sugar	2 c  sugar",,,,
sweet onion buttered hot rolls,breads,4 servings,"1    loaf frozen ""bake at home""	bread dough	1    butter mixture	1/2 c  butter, melted	1/4 c  finely grated vidalia onion	1/2 ts garlic powder	2 ea sprigs parsley, minced	(optional)",,,,
sweet short biscuits for shortbread,breads,8 large or 12 small biscuits.,"2 1/2 c  a.p. flour-more if needed	1 ts salt	1/2 ts soda	2 tb sugar	1 c  buttermilk	6 tb shortening",,,,
sweet-potato butter,"marinades	sauces	salsas	may 1996 is",1 servings,"2 lb sweet potatoes	6 tb unsalted butter	1 md shallot -- peeled, thinly	slice	1/4 c  cider vinegar	1 1/2 ts fresh ginger -- finely	grated	2 1/2 ts dry mustard	1/2 ts cayenne pepper	1/2 ts salt	1/8 ts freshly ground pepper",,,,
swiss-style mocha mix,mixes,24 servings,"1/2 c  instant coffee granules	1/2 c  sugar	2 tb cocoa	1 c  instant nonfat dry milk	powder	boiling water",,,,
swordfish charred tomato vinaigrette,fish,4 servings,"2 lg vine-ripened tomatoes	1/4 c  olive oil	freshly ground black pepper	1 sm onion; peeled and sliced	1    jalapeno pepper; cored and sliced	1    clove garlic; minced	1/4 c  red wine vinegar	kosher salt (optional)	2 tb fresh basil; chopped	4    swordfish steaks (6 oz each) cut at least 2 inches thick	3 tb parsley chopped",,,,
taco alarm sauce,sauces,18 servings,"1 cn tomato paste -- (6 ounces)	1 ts chili powder	1 ts soy sace	ds tobasco sauce	pn pepper	1 ts onion salt	1/4 c  undrained pickle relish	1 tb instant postum drink powder for coloring	1 ts dark molasses	1 ts dry  mustard	1/4 c  ketchup	1/2 c  water	1/2 ts cumin powder	10 1/2 oz tomato  soup",,,,
taco tartlets,"appetizers	tex-mex	beef",16 servings,"1 x  meat shells	2 tb taco seasoning mix	2 tb ice water	1 x  filling:	1 c  sour cream	2 tb taco sauce	2 oz ripe olives ; chopped	1 c  tortilla chips	1/2 c  cheese ; chedder cheese, sh",,,,
tandoori shrimp,"indian	seafood",6 servings,"1 c  plain yogurt	1 ts garlic powder	1 ts red chili powder	1 ts vegetable oil	2 lb fresh shrimp, cleaned and deveined	1 c  lemon juice",,,,
tangerine sponge custard,cakes,4 servings,"1/3 c  sugar	3 tb all purpose flour	1 tb minced tangerine peel	2/3 c  fresh tangerine juice	1 tb butter, room temp	2/3 c  low-fat milk	2    egg yolks	3    egg whites",,,,
tarragon mushroom  shrimp bites,"low-fat	appetizers",12 servings,"3 tb lemon juice	2 ts dried whole tarragon	1    small clove garlic, minced	23    medium-sized fresh shrimp, peeled and deveined (1/2lb)	24    sliced fresh mushroom (1/2- inch-thick) (about 1 lb)	1 tb water	1 tb chopped fresh parsley	1 1/2 ts dijon mustard	1/8 ts pepper",,,,
tasty london broil,"meats	maindish",6 servings,"1    london broil (2-3lbs)	1 ts fresh lemon juice	1 ts fresh ground peppercorns	1 tb soy sauce	3 tb teriyaki sauce	1/4 ts ground oregano	1 oz jack daniels whiskey	1/2 ts white pepper	2-4 ea   cloves garlic minced",,,,
ten tasty vegetables shi ziang cai,vegetarian,4 servings,"1 c  carrots, shredded	1 c  white chinese turnip, shredded	1 c  white chinese celery, shredded	8    pieces soy spiced beancurd (or loma linda brand vegetable hamburger)	3 c  soybean sprouts (not mung bean sprouts)	4    green onions, shredded	1/2 c  nami dried black mushrooms, soaked & shredded	1/2 c  cloud ear dried fungus, soaked	1/2 c  dried lily flowers, soaked and hard tips removed	2 oz bean thread noodles, soaked	1 ts salt (to taste)",,,,
thai turkey bites,"thai	poultry	appetizers",25 servings,"1/4 c  boiling water	3 tb brown sugar	3 tb lime or lemon juice	1 md cucumber, cut in half lenghtwise and cut into 1/4 inch thick slices.	1/2 sm onion, thinly sliced, halved and separated into rings	1    red or green chili pepper, chopped fine	1 lb ground turkey	4 ts fish or soy sauce	1 tb red curry paste or 1 ts chili powder and 1/2 t sesame oil",,,,
the usenet cookbook part of,information,1 file,usenet recipes,,,,
thoroughly modern meatloaf,"beef	microwave",6 servings,"1 lb ground beef; (more or less)	3 sl bread, to 4 sliced	1    onion; peeled & quartered	2 tb parsley, dried	1 ts spearmint, dried	1    garlic clove	1/4 ts olive oil; for flavor	salt & pepper; to taste	2 tb feta; crumbled (more or less to taste, opt)	1    egg; (optional, use less bread if omitting)",,,,
three bean bake,"beans	mexican	crockpot",1 servings,"16 oz can great northern beans, undrained	16 oz can chili beans, undrained (found in mexican section of store)	16 oz can kidney beans, drained	1/3 c  ketchup	1/3 c  firmly packed brown sugar	1/2 ts powered ginger",,,,
three seed bread,"barry	breads",1 servings,"12 oz wholemeal flour	1    sachet dried yeast	3 ts golden syrup	7 fl warm water	1/4 ts salt	3 ts sunflower oil	2 oz peeled sunflower seeds	1 oz sesame seeds	1 oz peeled pumpkin seeds",,,,
quick gazpacho,soups,4,"7 md tomatoes (about 1 3/4 lb)	3 sl italian bread (3/4-inch thick)	1 md garlic clove	2 tb red wine vinegar	1/3 c  olive oil	4 c  tomato juice, chilled	2 c  canned beef broth, chilled	2 tb fresh basil leaves, minced (or 2 tsp dried)	1 lg green bell pepper	1 md onion	1 md cucumber	2 ts worchestershire sauce	1/2 ts hot rep pepper sauce	1/4 ts salt	1/4 ts freshly ground black pepper",,,,
seafood chowder,"soups	seafood",2,"3 tb butter or margarine	1 lg onion, chopped	3    stalks celery, sliced	3    potatoes, peeled and chopped	1 cn (8 oz) tomato sauce	1 cn (14.5 oz) tomatoes	1 cn (13.75 oz) chicken broth	1    mccormick's bay leaf	1 ts mccormick's basil leaves	1 ts mccormick's garlic powder	1 ts mccormick's oregano leaves	1 lb frozen fish fillets (cod, haddock, or ole), cut into 1-in cubes	1 cn (6.5 oz) chopped clams, undrained	1 lb shrimp, peeled, deveined, and chopped",,,,
eggplant mozzarella,"vegetables	low-cal",9 servings,"1/2 c  chopped green onion	1/2 c  sliced mushrooms	1/4 c  water	2 c  spaghetti sauce	1/2 ts salt	1 ea small eggplant. peeled, slic	1 ea egg white, slightly beaten	1 tb water	1/2 c  all purpose flour	1 ts olive oil	1 c  low fat cottage cheese	1 c  shredded mozzarella cheese*",,,,
pozole rojo red pozole,"mexican	vegetables",1 servings,mel's instructions,,,,
practically nonfat bean  green risotto,"main dish	vegetarian	low-fat",5 cups,"2 cn vegetable broth (14-1/2 oz.)	1 c  dry white wine	1 lg onion; chopped	1 lg leek; chopped -(white & pale green parts)	1 c  medium-grain white rice	2 lg garlic cloves; chopped	1 cn red beans (15 to 16 oz can) or- kidney beans - rinsed, drained	1 lg head radicchio; -or...	1/4    -head curly endive - thinly sliced	2    arugula branches - thinly sliced, -or...	1 c  -sliced curly endive	grated parmesan cheese, opt.",,,,
praline eggnog pie,pies,8 servings,"2    envelops unflavored gelatin	1/4 c  sugar	3    egg yolks	2 c  prepared eggnog	1/4 c  praline liqueur	1 tb rum	1/2 ts vanilla extract	1 c  whipping cream, whipped	1    9"" graham cracker pie crust	ground nutmeg	whole-berry cranberry sauce drained, for garnish",,,,
prawn vindaloo hot prawns,"indian	seafood	ethnic",6 servings,"1 tb garlic;sliced	1 tb hot red chili peppers, fresh sliced	2 ts cumin seed; ground	1 ts mustard seeds	1 ts black peppercorns	1 ts tumeric; ground	1/4 c  cider vinegar	1/4 c  corn oil	1 c  onion slices;ground to paste	2 lb prawns; or large shrimp peeled & deveined	1/2 c  -water	1 ts -salt",,,,
pueblo indian bread pudding,desserts,6 servings,"8 sl white bread, toasted torn in pieces	1/2 c  raisins	1 tb ground cinnamon	1 ts ground nutmeg	1 c  sugar	1 1/2 c  hot water	4 oz shredded natural cheese, cheddar",,,,
puerto vallarta dip,dips,16 servings,"6 1/2 oz canned tuna -- drained	1    green onion -- sliced	3 tb hot chile salsa	4 tb mayonnaise	8    sprigs cilantro, or to taste	chopped	lemon or lime juice to	taste	salt to taste	tortilla chips",,,,
pumpkin bundt cake,"cakes	desserts",1 servings,"3 c  flour	2 ts baking soda	2 ts baking powder	3 ts cinnamon	1 ts salt	4 ea eggs, beaten	2 c  sugar	1 1/4 c  oil	2 c  cooked, mashed pumpkin	1/2 c  chopped pecans	1/2 c  chocolate chips",,,,
pumpkin cheese soup,soups,6 servings,"1    pumpkin (big enough to hold 6-10 servings of soup)	2 tb butter, melted	2 tb butter	1 lg onion, chopped	2 lg carrots, shredded	2    celery sticks, chopped	4 c  vegetable broth	1    garlic clove, minced	1/4 ts salt	1/4 ts pepper	1/4 ts nutmeg	3/4 c  cream, light	1 c  cheddar or gruyere cheese, grated	1/3 c  white wine, dry	2 tb parsley, minced",,,,
pumpkin chiffon meringue pie,pies,6 servings,"1/2 c  milk	1    envelope unflavored gelatin 1 1/4 c. canned pumpkin	1/2 c  brown sugar, firmly packed 2 egg whites	1/2 ts salt 1/4 c. sugar	1/2 ts cinnamon 1/2 c. heavy cream, whipped	1/2 ts nutmeg 1/2 c. chopped, toasted almonds	1/4 ts ginger (optional)	2    egg yolks, slightly beaten 1 baked 9-inch meringue shell",,,,
